text;sentimen
Andika Perkasa Belanja Masalah dan Akui Siap Debat Pilkada Jawa Tengah @AndikaPerkasa02 Calon Gubernur Jawa Tengah mengaku ia sedang belanja masalah sekaligus mengumpulkan bahan untuk debat nanti. Sementara itu Andika juga berharap Objek Mata Air Cokro atau OMAC bisa lebih https://t.co/jep8djN120;netral
Pasangan calon Gubernur dan Wakil Gubernur Jawa Tengah nomor urut 1 Andika Perkasa dan Hendrar Prihadi (Andika-Hendi) menghadiri acara senam sehat bersama warga Kota Salatiga pada Jumat (18/10/2024). Bagi Andika-Hendi acara senam sehat ini tidak hanya soal kesehatan fisik https://t.co/6osHzb7Cz9;netral
Calon Gubernur Jateng 'Andika Perkasa' Belanja Masalah juga untuk persiapan debat. Andika-Hendi untuk Jateng. #JatengPerkasa #JatengberSATU https://t.co/VLvRXvZ1fl;netral
Momen Cagub dan Cawagub Jateng 'Andika Perkasa dan Hendrar Prihadi' menghadiri acara Deklarasi TEKADH Membara (Menang Bersama Rakyat) #JatengPerkasa #JatengBerSATU https://t.co/tHHTWqdkbe;netral
Bersama Andika Jateng Perkasa Bersama Hendar Prihadi Jateng di Hati... https://t.co/N0YnUnZtu5;netral
Andika Perkasa sosok pemimpin berjiwa muda dan kekinian ingin mencontoh K-POP. Jagoan jateng ini bercerita tentang Industri K-POP revenue nya sebanding dengan 35 perusahaan menengah.. Asli keren https://t.co/kZiNhycGHK;positif
Cagub-Cawagub Jateng Andika Perkasa dan Hendrar Prihadi Blusukan ke Batang. (18/10) Beliau berdua bertemu pelaku seni budayawan dan sempat juga bertemu nelayan. Andika-Hendi terus bergerak maju menuju Jateng Satu.... #JatengPerkasa #JatengBerSATU https://t.co/P7vEYrNbvk;netral
Cagub Jateng Andika Perkasa berkunjung ke Desa Wonosari Demak di salah satu sentra pengasapan ikan. Beliau mendukung penuh dan berharap usaha di situ makin besar sehingga akan menyerap banyak tenaga kerja disekitarnya. Aamiin Andika-Hendi untuk Jateng. #JatengPerkasa https://t.co/CrspYYj395;positif
Cagub Jateng 'Andika Perkasa' mengunjungi tempat pelelangan ikan di Kendal. Beliau berdiskusi dan mendengar tentang keinginan mereka dan menyerap aspirasi masyarakat/ para nelayan. https://t.co/N3MXJSFujJ;positif
Komunitas driver ojek online se-Jawa Tengah resmi memberi dukungan kepada pasangan calon Gubernur Jenderal TNI (Purn.) Andika M Perkasa dan Hendrar Prihadi alias Hendi.. menyala jendral https://t.co/bNYiXifVlm;positif
Calon Gubernur dan Wakil Gubernur Jawa Tengah Mas Rambo @AndikaPerkasa02 dan Mas @hendrarprihadi bertemu karyawan-karyawan pabrik untuk bersilaturahmi dan menyerap aspirasi. Jateng Perkasa Andika Hendi di hati https://t.co/ILlbhXadpm;positif
Uhuuy... mantul nih Mas Andika Mas HENDI pilihan nomor satu JATENG PERKASA MAKIN HEBAT ANDIKA - HENDI PILIHAN TEPAT https://t.co/jCZlGPajyD;positif
Calon gubernur Jawa Tengah Andika Perkasa mampir ke Pasar Ikan Wonosari Demak. Andika sempat bertemu para pedagang dan melihat proses pembuatan ikan asap. #JatengPerkasa https://t.co/g95by2TboN https://t.co/pd2GQbDLVF;netral
Momen Calon Gubernur dan Calon Wakil Gubernur Jateng 'Andika Perkasa dan Hendrar Prihadi' bertemu pekerja Sido Muncul di Jawa Tengah. Jateng Menyala #JatengPerkasa #JatengBerSatu https://t.co/527ymmm484;netral
Sudah sepantasnya Jawa Tengah dipimpin Rambo Andika Perkasa bukan SAMBO TNI dari rakyat untuk rakyat berjuang bersama rakyat ini https://t.co/BbRH0iVJIf;positif
Rekam Jejak Andika-Hendi Top Bukan Kaleng-kaleng Di acara Tanglet Andika-Hendi Ketua Umum Pengusaha Jateng Perkasa Hebat Judys Andra pun mengungkapkan dukungannya terhadap Rambo Kuat JATENG Hebat #JatengPerkasa #JatengBerSATU https://t.co/D2cLsa6lNS;positif
Mengenal lebih dekat sosok calon pemimpin pilihan rakyat Jawa Tengah. Mas Andika Perkasa menggelar acara dialog interaktif bersama kelompok Nelayan UMKM dan masyarakat di kabupaten Demak. #BantengPerkasa https://t.co/uENpDkDwgA;netral
Calon gubernur Jawa Tengah Nomor urut 1 Andika Perkasa terus menggelar kampanye di berbagai daerah di Jawa Tengah. Mantan panglima TNI itu mengunjungi Kendal bersama sang Istri banyak berdiskusi dengan para nelayan tentang keinginan mereka dan menyerap aspirasi dari para https://t.co/ootm3Ey18M;positif
Elektabilitas Di Pilgub Jateng Tak Lagi Tertinggal Andika-Hendi Ucapkan Terima Kasih. Rambo memang orang baik bangga jadi pendukungnya.️ Andika perkasa: Saya terima kasih banyak karena memang kami sangat membutuhkan (dukungan masyarakat). ;positif
Ceria riang gembira berbaur bersama masyarakat dalam setiap kunjungan nya menambah rasa cinta dan kepercayaan pada Andika Perkasa dan Hendrar Prihadi untuk memimpin Jateng. Andika - Hendi no. 1 Jateng Maju. https://t.co/7UWhGTCjIM;positif
Jangan lupa warga Jawa Tengah pilih Andika-Hendi jangan yg lain untuk menuju Jateng Perkasa https://t.co/8Eow9IHKsW;positif
Momen keakraban Bapak Andika Perkasa dan Ibu Hetty ketika menyapa warga Kendal. Ramah dan rendah hati ikut berbaur bersama masyarakat. Andika - Hendi no. 1 Jateng maju. https://t.co/TCjdvtrFqs;positif
Calon Gubernur Jawa Tengah Nomor Urut 1 Andika Perkasa menyampaikan bahwa ekspansi perusahaan di Jawa Tengah bisa mengurangi pengangguran. Hal itu disampaikan dalam kunjungannya ke salah satu pabrik di Kabupaten Magelang Selasa (15/10/2024). Menurut Andika Perkasa ekspansi https://t.co/e4vbBaIuTp;positif
Kunjungi PT Pandatex Andika Perkasa Disambut Meriah Ribuan Buruh di Magelang Pak Andika bersama istri melakukan kunjungan kerja ke PT Pandatex dalam rangka bersilaturahmi dan menyerap aspirasi dari para pekerja pabrik. https://t.co/ocwrgh5CTA https://t.co/wTBRfS7Zgt;positif
Andika Perkasa - Hendrar Prihadi no. 1 pilihan terbaik untuk Jateng satu. Menyala Abangku https://t.co/eJ7ZXKbwjL;positif
Berkunjung ke Kabupaten Batang pasangan calon Gubernur dan Wakil Gubernur Jawa Tengah nomor urut 1 Andika Perkasa dan Hendrar Prihadi (Andika-Hendi) disambut hangat oleh warga dengan pertunjukan Tarian Kuda Lumping. Kesenian tradisional ini menjadi simbol kebersamaan dan https://t.co/GKfOJqsb25;netral
DPC PDI Perjuangan Purworejo bergerak serentak untuk memenangkan pasangan calon Gubernur dan Wakil Gubernur Jawa Tengah nomor urut 1 Andika Perkasa dan Hendrar Prihadi (Andika-Hendi) serta pasangan calon Bupati dan Wakil Bupati Purworejo nomor urut 2. Yuli Hastuti dan Dion Agasi https://t.co/pLscy2goNY;positif
Bukan seberapa mahal barang yang diberikan tapi nilai ketulusan dan cinta dari yang memberi. Andika Perkasa - Hendrar Prihadi dengan rekam jejak kepemimpinan yang teruji siap mengayomi dan melayani warga Jateng. Andika - Hendi no. 1 Jateng Maju https://t.co/YK57zRMlZo;positif
Nah ini... Bukti nyata Jateng gak butuh Sambo Jateng Perkasa bersama Andika - Hendi. Rambo bukan sebatas body bahkan hati berpihak pada rakyat membela warga tertindas dan yg terpinggirkan. Hensem nih survei Jateng Menyala https://t.co/8XiDbfnuhR;positif
Dialog interaktif Cagub Andika Perkasa dan kelompok Nelayan serta UMKM Kab Demak berlangsung seru dan sambutan antusias dari masyarakat. Andika Perkasa - Hendrar Prihadi no. 1 untuk Jateng maju. https://t.co/05VihWl4r8;positif
Lihat yang begini merasa senang dan menambah kuat keinginan agar Andika Perkasa bisa menjadi Jateng 1. Andika - Hendi no. 1 untuk Jateng maju. https://t.co/vsZl2JzyMd;netral
Para nelayan Roban Timur siap Ber-SATU bersama Andika Perkasa - Hendrar Prihadi pada Pilkada Jateng 2024. Andika-Hendi untuk Jateng yang lebih baik. Menyala https://t.co/HqLZAHsEpS;positif
Calon Gubernur Jawa Tengah Andika Perkasa kampanye blusukan ke pasar tradisional di Demak Jawa Tengah Senin siang (14/10). la mendengar keluhan dan menyerap aspirasi para pedagang pasar tradisional yang kini lesu akibat pesatnya pertumbuhan pasar digital. @Andikaperkasa09 https://t.co/wadOChcE6X;positif
Haqul yakin saat Andika Perkasa - Hendi memimpin Jateng Jateng bakal maju pesat luar biasa. Mereka bahkan sdh menggodok upaya kerjasama dgn luar negeri utk percepatan pembangunan di Jateng.;positif
Anak anak penilai yg jujur siapa yg pantas memimpin Jawa Tengah. Andika Perkasa selalu di ️ hati https://t.co/6jiWHDaGC0;netral
Pemikiran Andika Perkasa Untuk Memajukan Seni dan Budaya Sebagai Kekuatan Utama Dalam Membangun Identitas dan Kesejahteraan Masyarakat Jawa Tengah. https://t.co/bF5seEyEfs;positif
Pelaku seni se-Batang pilih nomer SIJI Andika Perkasa - Hendi Jateng kandang banteng Gak cocok sm yg petantang petenteng Pilih seng nggenah Jangan yg suka marah2 https://t.co/fAWJT3huEP;positif
Akui Mencari Kerja Sulit Andika Perkasa Janji Mengurangi Pengangguran https://t.co/oSdX1l7urg https://t.co/JCazJ8cNBq;positif
Hasil Survei Pilkada Jateng 2024 Elektabilitas Andika Perkasa vs Ahmad Luthfi Beda Segmen Pemilih https://t.co/4KnTHodYId lewat @tribunkaltim;netral
Temui Ribuan Petani-Nelayan Danau Rawapening Andika-Hendi Terima Banyak Curhat: Pasangan Cagub-Cawagub Jawa Tengah Andika Perkasa dan Hendrar Prihadi (Hendi) menyambangi ribuan petani dan nelayan danau Rawapening di Kabupaten Semarang Jawa Tengah https://t.co/zRg4EQDrH4 https://t.co/uMoBYy2Ckx;netral
Hasil Survei Elektabilitas Pilkada Jateng 2024 Terbaru Andika Perkasa vs Luthfi Cagub Terkuat? lewat @tribunnews ;netral
Andika Perkasa vs Ahmad Luthfi sengit di hasil survei terbaru Pilkada Jateng cagub yang lebih disukai dan lebih dikenal. https://t.co/eACXN8i54G lewat @tribunnews;netral
Andika Perkasa Titip Semangat Pantang Kendor ke Anak Ranting PDIP - https://t.co/80L3OnufEE https://t.co/6dSvwnGy6G;netral
Hendi Sebut Andika Perkasa Potensi Besar Jateng Ini Penjelasannya - https://t.co/XrIGV6Ahup https://t.co/qhPh1EM8tz;netral
Elektabilitas Andika Perkasa vs Ahmad Lutfi Hasil Survei Pilkada Jateng 2024 Sebaran Pemilih https://t.co/5my2wHWzAz lewat @tribunkaltim;netral
Hendi Sebut Andika Perkasa Berkah Bagi Masyarakat Jateng - https://t.co/us39FpPIdc https://t.co/OnCG1fouBv;positif
Info A666 Terjadi ada gerakan massa yang di mobilisasi oleh kepada desa Sukoharjo Jawa Tengah Di acara sosialisasi perlindungan dan jaminan sosial bagi pekerja rentan. Mobilisasi tersebut untuk pemenangan calon bupati Etik dan Calon Gubernur Jawa Tengah Andika Perkasa. https://t.co/pTmZpuZcou;negatif
Debat Pertama Pilgub Jateng 2024 telah usai 1. Andika M Perkasa dan Hendrar Prihadi 2. Ahmad Luthfi - Taj Yasin Bagaimana pendapat kalian soal debat kali ini? https://t.co/159ONSH9mI;netral
@JhondeeMinang Apapun beritanya saya tetap mendukung pak Andika perkasa semangat jenderal !;positif
Beginilah jadinya kalau sang juara Chris Jon dan sang rambo Andika Perkasa olahraga bersama. https://t.co/DigLgAPx5j;netral
CALON GUBERNUR JAWA TENGAH ANDIKA PERKASA MELEPASKAN MERPATI SEBAGAI SIMBOL PERDAMAIAN. ACARA INI DILAKUKAN USAI BERTEMU DENGAN PARA PENDUKUNGNYA DI RUMAH JUANG PEMENANGAN ANDIKA HENDI DI PURWOKERTO. https://t.co/00SfZAArbk;netral
AMBYARRR..!! Bawaslu Kota Semarang membubarkan Paguyuban Kades se-Kabupaten Kendal yg diduga memobilisasi para Kades utk mendukung pasangan Ahmad Luthfi. Pembubaran ini berawal dr laporan Tim Kuasa Hukum Andika Perkasa-Hendi Jhon Ricard yg mensinyalir adanya dugaan kampanye https://t.co/99TE6pcDT8;positif
Calon gubernur (Cagub) Jawa Tengah (Jateng) nomor urut 1 Andika Perkasa menyampaikan visi misi pada debat perdana pasangan calon (paslon) Gubernur Jateng 2024. Untuk mengawali penyampaian visi misinya Andika sempat menyinggung perbaikan kesejahteraan masyarakat Jawa Tengah https://t.co/b58bEV74pI;positif
Bukti Andika Perkasa seorang biseksual. Biseksual bukan dalam artian tertarik pada lawan sekaligus sesama jenis tetapi tertarik pada (otot) biseps. https://t.co/NTIpa4HgqB;negatif
@tham878 Apa masih kurang cukup dukungan puluhan partai utk mengepung seorang Andika Perkasa sehingga harus meminta mantan presiden ini utk jadi jurkam? Ayo warga Jateng pilih gubernurmu dgn bijak. https://t.co/TRFZK0DbTo;negatif
salut dan bangga sama Andika Perkasa di debat barusan penyampaian program dan menjawab permasalahan jateng dengan sangat kritis humble dan tenang. gue percaya jateng akan lebih aman dan nyaman di bawah kepimpinan beliau.;positif
Calon Gubernur Jawa Tengah nomor urut 1 Andika Perkasa menghadiri Gebyar Ebeg Nusantara di Lapangan Krida Nusantara Kecamatan Cilacap Utara Sabtu (26/10/2024). Kehadiran Andika Perkasa disambut hangat oleh pekerja seni budaya Ebeg Lengger Sinden dan Gamelan. ;netral
Cagub @AndikaPerkasa02 Kagum Suasana Pasar Rakyat GOR Satria Purwokerto Diajak Foto Selfie Main Futsal Hingga Borong Jajanan Calon Gubernur Jawa Tengah nomor urut satu Andika Perkasa bersama istri menyambangi lokasi Car Freday (CFD) dan Pasar Rakyat kawasan GOR Satria https://t.co/xsJVdt4rak;netral
Kalo bukan karena kekuatan besar lalu siapa yang NYURUH mereka untuk MERUSAK baliho Andika Perkasa? Kalo bukan karena ANCAMAN dan ketidaknetralan pihak penguasa lalu siapa yang bisa mengundang kepala desa untuk diorganisir mendukung calon tertentu Mereka sejatinya TAKUT https://t.co/wGVxw9v4sy;negatif
Tak berbelit-belit to the point lugas. Pemimpin itu harus begini langkah tepat tanpa embel-embel imajinasi. Gubernur Jateng 2024-2029 Andika Perkasa. Jateng Satu Menyala https://t.co/IEXRUtvOLA;positif
Momen kedatangan Andika Perkasa Cagub nomor urut 1. Andika tiba paling pertama dengan mobil rantis pukul 17.30 WIB atau satu setengah jam sebelum debat di mulai. https://t.co/YGR9veAe8I;netral
Admin Jateng (aku yo kader PDIP) mendukung pak Andika Perkasa dadi Jateng 1. Dukung ora mergo kader tapi mergo de e spek capres 2029 sing mumpuni nek dijak adu mekanik mas Gibran. Werjo lan Wercok jane meh podo. Tapi wercok marai luwih mangkel dalam kehidupan bermasyarakat https://t.co/xeuLqACtke;positif
Andika Perkasa Buka Suara Soal Penggerebekan Acara Kades se-Jawa Tengah oleh Bawaslu Calon gubernur Jawa Tengah nomor urut 1 Andika Perkasa mengapresiasi kinerja Bawaslu Jawa Tengah yang menindak tegas pertemuan para kades se-Jawa Tengah di Semarang beberapa waktu lalu. https://t.co/MPBVIfzAiq;netral
Cagub dan Cawagub Jateng 'Andika Perkasa dan Hendrar Prihadi(Hendi) bersama Generasi Z di Galeri Dian Pelangi. Kata Pak Andika generasi muda saat ini memiliki inovasi dan kreativitas ala mereka sendiri jadi kita harus yakin bahwa masa depan industri kreatif di tangan mereka https://t.co/tE6RVYJMat;positif
Luar biasa nih Jateng Pokoknya Andika yg punya ya Jawa Tengah Yakin makin kuat dan perkasa karena ANDIKA - HENDI yg TERBAIK untuk JATENG https://t.co/8cYfp9oKkR;positif
Saat Calon Gubernur Jateng 'Pak Andika Perkasa' berkunjung ke pabrik MPS Sampoerna di Majenang Cilacap. Jawa Tengah. Beliau kagum karena ada 98% karyawan di situ adalah perempuan. Beliaupun berharap perempuan-perempuan luar biasa di Jawa Tengah terus maju dan semakin berdaya https://t.co/rpXFah4jJ0;netral
No kepsen....dah hensem ... *Andika Perkasa Gubernurku* https://t.co/bdP2TQOtb5;netral
Andika Perkasa Merasa Bangga bisa melihat langsung komitmen luar biasa dari pabrik MPS Sampoerna di Majenang Cilacap. Jawa Tengah. Ada dua hal yang membuat saya kagum: Pertama 98% karyawan di sini adalah perempuan - bukti nyata pemberdayaan dan kesempatan kerja yang setara. https://t.co/X1wY0ipJ1h;netral
Yuk gas stay tune nonton Debat Pilgub Jawa Tengah kita lihat visi misi Andika Perkasa - Hendi untuk Jawa Tengah Perkasa https://t.co/bE5Zim9mwr;netral
Bagi Andika Perkasa Adab Adalah Kunci Adab itu lebih tinggi daripada ilmu. Pelajarilah adab sebelum mempelajari ilmu. #JatengPerkasa https://t.co/OG4V84gnoq;netral
Andika Perkasa calon Gubernur Jawa Tengah nomor urut 1 menyatakan komitmennya untuk mengangkat seni tradisional seperti ebeg atau kuda lumping ke kancah internasional. Dalam kampanyenya ia menjelaskan bahwa kesenian lokal memiliki nilai budaya tinggi yang dapat menarik https://t.co/CqkO1BJ7Yh;positif
"Debat Cagub pertama Pilkada Jawa Tengah 2024. Andika &amp; Hendi untuk Jateng Perkasa.. https://t.co/O62v6yhxh8";netral
Pasangan calon Gubernur dan Wakil Gubernur Jawa Tengah (Jateng) nomor urut 1 Andika Perkasa dan Hendrar Prihadi (Andika-Hendi) berdiskusi bersama Gen Z soal bagaimana internet bisa menjadi kekuatan besar dalam menumbuhkan industri kreatif khususnya di Kota Pekalongan. https://t.co/qOllRRJkGR;positif
Sosok Andika Perkasa tegas memimpin lembut bersama anak anak. Bahagia dan sehat selalu Bapak Andika Perkasa dan keluarga. Andika Hendi untuk Jateng 1 https://t.co/6zpDy6jDX9;netral
Info penting Ahmad Luthfi baru aja dapat penghargaan bapak santri Jawa Tengah. Cuma yg jadi pertanyaan kalo bapak santrinya seperti ini bgmn dgn santrinya? Maaf cuma nanya sappo. Krn setauku santri itu adabnya bagus. Tetap Andika Perkasa Rambo #JatengPerkasa . https://t.co/HJxQwZhz22;negatif
Para Cawagub Jateng masing-masing paslon saling mendominasi ini sebenarnya yang Cagub siapa? Pak Andika Perkasa dan Pak Ahmad Luthfi kurang ger nih debatnya hee https://t.co/nFjCHS9D5z;negatif
Selamat Hari Santri Nasional Momen Andika Perkasa berziarah ke makam alm. Gus Dur bersama Gus Umar (Umar Wahid Hasyim) adik alm. Gus Dur ketua tim Pemenangan Pilgub Andika Perkasa - Hendi. 𝑳𝒆𝒎𝒃𝒂𝒉 𝒎𝒂𝒏𝒂𝒉 𝒍𝒂𝒏 𝒂𝒏𝒅𝒉𝒂𝒑 𝒂𝒔𝒐𝒓 https://t.co/gb3Om89tA7;netral
Generasi muda siap meramaikan debat Pilgub Jateng dengan menyuarakan dukungannya untuk Andika Perkasa dan Hendrar Prihadi. Siap gaspolll menuju #JawaTengahPerkasa bersama Andika Hendi https://t.co/Z2gTmSNhJC;positif
Masyarakat Jateng bakal bahagia punya Gubernur dari TNI mas Andika perkasa..suami istri orangnya tidak sombong... Semangat pak @AndikaPerkasa02 dan mas @hendrarprihadi . @PDI_Perjuangan https://t.co/GafBqgERi9;netral
Hati - hati ....waspada ! Ada yg bolak - balik nama . Wajah Rambo tertera nama si wereng. Dan sebaliknya Nama Andika Perkasa potonya muka kawan Sambo https://t.co/kTpA1K26Dk;netral
Andika Perkasa - Hendrar Prihadi siap mewujudkan Jawa Tengah yang perkasa untuk kehidupan masyarakat yang lebih bermutu. Andika-Hendi menyala . . . #JatengPerkasa https://t.co/yOXET8q2nC;positif
Momen calon Gubernur Jawa Tengah Andika Perkasa bersama Ketua Tim Pemenangan Andika-Hendi ziarah ke makam Presiden RI ke-4 Gus Dur. . . . #JatengPerkasa https://t.co/KuCM12izEO;netral
Momen Andika Perkasa didampingi istrinya dan KH Umar Wahid Hasyim (Gus Umar) silaturahmi ke Ponpes Al Itqoon Bugen Tlogosari Wetan Pedurungan Kota Semarang. Rombongan di sambut para kyai NU Jawa Tengah dan ikut di doakan pasangan Andika - Hendi menang di Pilkada Jawa Tengah. https://t.co/rkN1icTLH9;positif
Andika Perkasa Sambangi Pabrik Wig di Purbalingga Janjikan Kemudahan Iklim Usaha: Calon Gubernur Jawa Tengah Andika Perkasa sambangi salah satu pabrik rambut tiruan atau wig di Purbalingga Senin (28/10/2024). https://t.co/PJn1GkQBhJ https://t.co/ynkbR4KnnL;netral
Adab yg luar biasa dari seorang Andika Perkasa mantan panglima TNI calon gubernur Jawa Tengah;netral
Pernikahan Calon Gubernur Jateng Andika Perkasa dengan sang istri Hetty Andika kini berusia 31 tahun. Pasangan ini menikah pada November 1992. Selama 31 tahun mengarungi bahtera rumah tangga Andika mengaku telah melewati perjalanan kehidupan begitu luar biasa dengan Hetty. https://t.co/DnW0ER27sQ;netral
Andhika Perkasa adalah seorang mantan Panglima TNI dan tidak mungkin bisa bercampur hal kekirian yg biasa jadi jualan PDIP Hal yang sama dgn Ahmad Luthfi seorang anggota polri mantan kapolda dan tidak mungkin bisa dikaitkan black campaign hal-hal amoral dan negatif lainnya *FYI;netral
YA JELAS JEND. PURN. ANDIKA ITU YA SOSOK YG ANTI KORUPSI TEGAS DAN ASLI MELINDUNGI WARGA MAKA DIA LAH PILIHAN UTAMA WARGA JATENG BISMILLAH.;positif
