normalized_text,sentimen
jilbab merah memang seperti itu cantikcantik dan cerdas pilih rambo bukan sambo pak andika perkasa disambut meriah pekerja pabrik mps pekalongan,positif
relawan plat enggak kota pekalongan menyatakan dukungannya kepada pasangan cagubcawagub andika perkasa dan hendar prihadi hendi di pemilihan kepala daerah jateng mereka memilih andikahendi lantaran keduanya dianggap sebagai sosok ideal membangun jateng perkasa semakin hebat,positif
andika perkasa hendrar prihadi sekelas caprescawapres yang mau berproses ikut cagubcawagub karena beliau tidak punya paman di maka masyarakat jawa tengah jangan sia siakan kesempatan ini untuk masa depan indonesia iya apalagi kita tahu jateng butuh rambo bukan sambo,positif
seeorang kesatria sejati tidak hanya memikirkan mementingkan egonya sendiri kesatria sejati punya tujuan motivasi mempunyai nilai nilai serta bermanfaat untuk banyak orang,positif
momen calon gubernur jateng andika perkasa berkunjung ke pt pandatex magelang di sana pak andika mendengarkan aspirasi pekerja dan sekaligus meninjau potensi lapangan pekerjaan andikahendi untuk jateng yang lebih baik menyala,positif
momen cagubcawagub jawa tengah andika perkasa hendrar prihadi mengunjungi pabrik hm sampoerna di wilayah pekalongan di sana pak andika dan pak hendi disambut dengan penuh kehangatan luar biasa andikahendi untuk jateng yang lebih baik,positif
hanya jenderal tangguh yang merakyat hanya jenderal tangguh yang mau mendengarkan orang kecil hanya jenderal tangguh dan juga mantan walikota semarang yang bisa memimpin jawa tengah untuk lebih baik lagi hanya untuk jawa tengah andika perkasa dan hendrar priadi,positif
sejumlah pengusaha muda di jawa tengah yang tergabung dalam pengusaha perkasa hebat mendeklarasikan dukungannya ke paslon nomor urut andika sama perkasahendrar prihadi,positif
berkunjung ke pt pandatex magelang cagub jateng andika perkasa serap aspirasi pekerja pak andika terus bergerak maju menuju jateng satu,negatif
andika perkasa belanja masalah dan akui siap debat pemilihan kepala daerah jawa tengah calon gubernur jawa tengah mengaku ia sedang belanja masalah sekaligus mengumpulkan bahan untuk debat nanti sementara itu andika juga berharap objek mata air cokro atau omac bisa lebih,negatif
pasangan calon gubernur dan wakil gubernur jawa tengah nomor urut andika perkasa dan hendrar prihadi andikahendi menghadiri acara senam sehat bersama warga kota salatiga pada jumat bagi andikahendi acara senam sehat ini tidak hanya soal kesehatan fisik,positif
calon gubernur jateng andika perkasa belanja masalah juga untuk persiapan debat andikahendi untuk jateng,negatif
momen cagub dan cawagub jateng andika perkasa dan hendrar prihadi menghadiri acara deklarasi tekadh membara menang bersama rakyat,positif
bersama andika jateng perkasa bersama hendar prihadi jateng di hati,positif
andika perkasa sosok pemimpin berjiwa muda dan kekinian ingin mencontoh kpop jagoan jateng ini bercerita tentang industri kpop revenue nya sebanding dengan perusahaan menengah asli keren,positif
cagubcawagub jateng andika perkasa dan hendrar prihadi blusukan ke batang beliau berdua bertemu pelaku seni budayawan dan sempat juga bertemu nelayan andikahendi terus bergerak maju menuju jateng satu,positif
cagub jateng andika perkasa berkunjung ke desa wonosari demak di salah satu sentra pengasapan ikan beliau mendukung penuh dan berharap usaha di situ makin besar sehingga akan menyerap banyak tenaga kerja disekitarnya amin andikahendi untuk jateng,positif
cagub jateng andika perkasa mengunjungi tempat pelelangan ikan di kendal beliau berdiskusi dan mendengar tentang keinginan mereka dan menyerap aspirasi masyarakat para nelayan,positif
komunitas driver ojek online sejawa tengah resmi memberi dukungan kepada pasangan calon gubernur jenderal tni purn andika sama perkasa dan hendrar prihadi alias hendi menyala jenderal,positif
calon gubernur dan wakil gubernur jawa tengah mas rambo dan mas bertemu karyawankaryawan pabrik untuk bersilaturahmi dan menyerap aspirasi jateng perkasa andika hendi di hati,positif
uhuuy mantul ini mas andika mas hendi pilihan nomor satu jateng perkasa makin hebat andika hendi pilihan tepat,positif
calon gubernur jawa tengah andika perkasa mampir ke pasar ikan wonosari demak andika sempat bertemu para pedagang dan melihat proses pembuatan ikan sesegera mungkin,negatif
momen calon gubernur dan calon wakil gubernur jateng andika perkasa dan hendrar prihadi bertemu pekerja sido muncul di jawa tengah jateng menyala,negatif
sudah sepantasnya jawa tengah dipimpin rambo andika perkasa bukan sambo tni dari rakyat untuk rakyat berjuang bersama rakyat ini,positif
rekam jejak andikahendi top bukan kalengkaleng di acara tanglet andikahendi ketua umum pengusaha jateng perkasa hebat judys andra pun mengungkapkan dukungannya terhadap rambo kuat jateng hebat,positif
mengenal lebih dekat sosok calon pemimpin pilihan rakyat jawa tengah mas andika perkasa menggelar acara dialog interaktif bersama kelompok nelayan umkm dan masyarakat di kabupaten demak,positif
calon gubernur jawa tengah nomor urut andika perkasa terus menggelar kampanye di berbagai daerah di jawa tengah mantan panglima tni itu mengunjungi kendal bersama sang istri banyak berdiskusi dengan para nelayan tentang keinginan mereka dan menyerap aspirasi dari para,positif
elektabilitas di pilgub jateng tidak lagi tertinggal andikahendi ucapkan terima kasih rambo memang orang baik bangga jadi pendukungnya andika perkasa saya terima kasih banyak karena memang kami sangat membutuhkan dukungan masyarakat,positif
ceria riang gembira berbaur bersama masyarakat dalam setiap kunjungan nya menambah rasa cinta dan kepercayaan pada andika perkasa dan hendrar prihadi untuk memimpin jateng andika hendi nomor jateng maju,positif
jangan lupa warga jawa tengah pilih andikahendi jangan yang lain untuk menuju jateng perkasa,positif
momen keakraban bapak andika perkasa dan ibu hetty ketika menyapa warga kendal ramah dan rendah hati ikut berbaur bersama masyarakat andika hendi nomor jateng maju,positif
calon gubernur jawa tengah nomor urut andika perkasa menyampaikan bahwa ekspansi perusahaan di jawa tengah bisa mengurangi pengangguran hal itu disampaikan dalam kunjungannya ke salah satu pabrik di kabupaten magelang selasa menurut andika perkasa ekspansi,positif
kunjungi pt pandatex andika perkasa disambut meriah ribuan buruh di magelang pak andika bersama istri melakukan kunjungan kerja ke pt pandatex dalam rangka bersilaturahmi dan menyerap aspirasi dari para pekerja pabrik,positif
andika perkasa hendrar prihadi nomor pilihan terbaik untuk jateng satu menyala abangku,positif
berkunjung ke kabupaten batang pasangan calon gubernur dan wakil gubernur jawa tengah nomor urut andika perkasa dan hendrar prihadi andikahendi disambut hangat oleh warga dengan pertunjukan tarian kuda lumping kesenian tradisional ini menjadi simbol kebersamaan dan,negatif
dpc pdi perjuangan purworejo bergerak serentak untuk memenangkan pasangan calon gubernur dan wakil gubernur jawa tengah nomor urut andika perkasa dan hendrar prihadi andikahendi serta pasangan calon bupati dan wakil bupati purworejo nomor urut yuli hastuti dan dion agasi,positif
bukan seberapa mahal barang yang diberikan tapi nilai ketulusan dan cinta dari yang memberi andika perkasa hendrar prihadi dengan rekam jejak kepemimpinan yang teruji siap mengayomi dan melayani warga jateng andika hendi nomor jateng maju,positif
nah ini bukti nyata jateng enggak butuh sambo jateng perkasa bersama andika hendi rambo bukan sebatas body bahkan hati berpihak pada rakyat membela warga tertindas dan yang terpinggirkan hensem ini survei jateng menyala,positif
dialog interaktif cagub andika perkasa dan kelompok nelayan serta umkm kabupaten demak berlangsung seru dan sambutan antusias dari masyarakat andika perkasa hendrar prihadi nomor untuk jateng maju,positif
lihat yang begini merasa senang dan menambah kuat keinginan agar andika perkasa bisa menjadi jateng andika hendi nomor untuk jateng maju,positif
para nelayan roban timur siap bersatu bersama andika perkasa hendrar prihadi pada pemilihan kepala daerah jateng andikahendi untuk jateng yang lebih baik menyala,positif
calon gubernur jawa tengah andika perkasa kampanye blusukan ke pasar tradisional di demak jawa tengah senin siang lah mendengar keluhan dan menyerap aspirasi para pedagang pasar tradisional yang kini lesu akibat pesatnya pertumbuhan pasar digital,positif
haqul yakin saat andika perkasa hendi memimpin jateng jateng bakal maju pesat luar biasa mereka bahkan sudah menggodok upaya kerjasama dengan luar negeri untuk percepatan pembangunan di jateng,positif
anak anak penilai yang jujur siapa yang pantas memimpin jawa tengah andika perkasa selalu di hati,positif
pemikiran andika perkasa untuk memajukan seni dan budaya sebagai kekuatan utama dalam membangun identitas dan kesejahteraan masyarakat jawa tengah,positif
pelaku seni sebatang pilih nomer siji andika perkasa hendi jateng kandang banteng enggak cocok sama yang petantang petenteng pilih seng nggenah jangan yang suka marah,positif
akui mencari kerja sulit andika perkasa janji mengurangi pengangguran,positif
hasil survei pemilihan kepala daerah jateng elektabilitas andika perkasa vs ahmad luthfi beda segmen pemilih lewat,negatif
temui ribuan petaninelayan danau rawapening andikahendi terima banyak curahan hati pasangan cagubcawagub jawa tengah andika perkasa dan hendrar prihadi hendi menyambangi ribuan petani dan nelayan danau rawapening di kabupaten semarang jawa tengah,negatif
hasil survei elektabilitas pemilihan kepala daerah jateng terbaru andika perkasa vs luthfi cagub terkuat lewat,negatif
andika perkasa vs ahmad luthfi sengit di hasil survei terbaru pemilihan kepala daerah jateng cagub yang lebih disukai dan lebih dikenal lewat,negatif
andika perkasa titip semangat pantang kendor ke anak ranting pdip,positif
hendi sebut andika perkasa potensi besar jateng ini penjelasannya,positif
elektabilitas andika perkasa vs ahmad lutfi hasil survei pemilihan kepala daerah jateng sebaran pemilih lewat,negatif
hendi sebut andika perkasa berkah bagi masyarakat jateng,positif
informasi a terjadi ada gerakan massa yang di mobilisasi oleh kepada desa sukoharjo jawa tengah di acara sosialisasi perlindungan dan jaminan sosial bagi pekerja rentan mobilisasi tersebut untuk pemenangan calon bupati etik dan calon gubernur jawa tengah andika perkasa,negatif
debat pertama pilgub jateng telah usai andika sama perkasa dan hendrar prihadi ahmad luthfi taj yasin bagaimana pendapat kalian soal debat kali ini,negatif
apapun beritanya saya tetap mendukung pak andika perkasa semangat jenderal,positif
beginilah jadinya kalau sang juara chris jon dan sang rambo andika perkasa olahraga bersama,negatif
calon gubernur jawa tengah andika perkasa melepaskan merpati sebagai simbol perdamaian acara ini dilakukan usai bertemu dengan para pendukungnya di rumah juang pemenangan andika hendi di purwokerto,positif
ambyarrr bawaslu kota semarang membubarkan paguyuban kades sekabupaten kendal yang diduga memobilisasi para kades untuk mendukung pasangan ahmad luthfi pembubaran ini berawal dari laporan tim kuasa hukum andika perkasahendi jhon ricard yang mensinyalir adanya dugaan kampanye,positif
calon gubernur cagub jawa tengah jateng nomor urut andika perkasa menyampaikan visi misi pada debat perdana pasangan calon paslon gubernur jateng untuk mengawali penyampaian visi misinya andika sempat menyinggung perbaikan kesejahteraan masyarakat jawa tengah,positif
bukti andika perkasa seorang biseksual biseksual bukan dalam artian tertarik pada lawan sekaligus sesama jenis tetapi tertarik pada otot biseps,negatif
apa masih kurang cukup dukungan puluhan partai untuk mengepung seorang andika perkasa sehingga harus meminta mantan presiden ini untuk jadi jurkam ayo warga jateng pilih gubernurmu dengan bijak,negatif
salut dan bangga sama andika perkasa di debat barusan penyampaian program dan menjawab permasalahan jateng dengan sangat kritis humble dan tenang saya percaya jateng akan lebih aman dan nyaman di bawah kepimpinan beliau,positif
calon gubernur jawa tengah nomor urut andika perkasa menghadiri gebyar ebeg nusantara di lapangan krida nusantara kecamatan cilacap utara sabtu kehadiran andika perkasa disambut hangat oleh pekerja seni budaya ebeg lengger sinden dan gamelan,positif
cagub kagum suasana pasar rakyat gor satria purwokerto diajak foto selfie main futsal hingga borong jajanan calon gubernur jawa tengah nomor urut satu andika perkasa bersama istri menyambangi lokasi car freday cfd dan pasar rakyat kawasan gor satria,positif
kalau bukan karena kekuatan besar lalu siapa yang nyuruh mereka untuk merusak baliho andika perkasa kalau bukan karena ancaman dan ketidaknetralan pihak penguasa lalu siapa yang bisa mengundang kepala desa untuk diorganisir mendukung calon tertentu mereka sejatinya takut,negatif
tidak berbelitbelit tapi the point lugas pemimpin itu harus begini langkah tepat tanpa embelembel imajinasi gubernur jateng andika perkasa jateng satu menyala,positif
momen kedatangan andika perkasa cagub nomor urut andika tiba paling pertama dengan mobil rantis pukul wib atau satu setengah jam sebelum debat di mulai,positif
admin jateng aku ya kader pdip mendukung pak andika perkasa dadi jateng dukung ora mergo kader tapi mergo deh e spek capres sing mumpuni nek dijak adu mekanik mas gibran werjo lan wercok jane meh podo tapi wercok marai luwih mangkel dalam kehidupan bermasyarakat,positif
andika perkasa buka suara soal penggerebekan acara kades sejawa tengah oleh bawaslu calon gubernur jawa tengah nomor urut andika perkasa mengapresiasi kinerja bawaslu jawa tengah yang menindak tegas pertemuan para kades sejawa tengah di semarang beberapa waktu lalu,negatif
cagub dan cawagub jateng andika perkasa dan hendrar prihadihendi bersama generasi saja di galeri dian pelangi kata pak andika generasi muda saat ini memiliki inovasi dan kreativitas ala mereka sendiri jadi kita harus yakin bahwa masa depan industri kreatif di tangan mereka,positif
luar biasa ini jateng pokoknya andika yang punya iya jawa tengah yakin makin kuat dan perkasa karena andika hendi yang terbaik untuk jateng,positif
saat calon gubernur jateng pak andika perkasa berkunjung ke pabrik mps sampoerna di majenang cilacap jawa tengah beliau kagum karena ada karyawan di situ adalah perempuan beliaupun berharap perempuanperempuan luar biasa di jawa tengah terus maju dan semakin berdaya,positif
nomor kepsendah hensem andika perkasa gubernurku,negatif
andika perkasa merasa bangga bisa melihat langsung komitmen luar biasa dari pabrik mps sampoerna di majenang cilacap jawa tengah ada dua hal yang membuat saya kagum pertama karyawan di sini adalah perempuan bukti nyata pemberdayaan dan kesempatan kerja yang setara,positif
ayo gas stay tune menonton debat pilgub jawa tengah kita lihat visi misi andika perkasa hendi untuk jawa tengah perkasa,positif
bagi andika perkasa adab adalah kunci adab itu lebih tinggi daripada ilmu pelajarilah adab sebelum mempelajari ilmu,positif
andika perkasa calon gubernur jawa tengah nomor urut menyatakan komitmennya untuk mengangkat seni tradisional seperti ebeg atau kuda lumping ke kancah internasional dalam kampanyenya ia menjelaskan bahwa kesenian lokal memiliki nilai budaya tinggi yang dapat menarik,positif
debat cagub pertama pemilihan kepala daerah jawa tengah andika amp hendi untuk jateng perkasa,negatif
pasangan calon gubernur dan wakil gubernur jawa tengah jateng nomor urut andika perkasa dan hendrar prihadi andikahendi berdiskusi bersama gen saja soal bagaimana internet bisa menjadi kekuatan besar dalam menumbuhkan industri kreatif khususnya di kota pekalongan,positif
sosok andika perkasa tegas memimpin lembut bersama anak anak bahagia dan sehat selalu bapak andika perkasa dan keluarga andika hendi untuk jateng,positif
informasi penting ahmad luthfi baru saja dapat penghargaan bapak santri jawa tengah cuma yang jadi pertanyaan kalau bapak santrinya seperti ini bagaimana dengan santrinya maaf cuma bertanya sappo karena setauku santri itu adabnya bagus tetap andika perkasa rambo,negatif
para cawagub jateng masingmasing paslon saling mendominasi ini sebenarnya yang cagub siapa pak andika perkasa dan pak ahmad luthfi kurang ger ini debatnya hee,negatif
selamat hari santri nasional momen andika perkasa berziarah ke makam almarhum gus dur bersama gus umar umar wahid hasyim adik almarhum gus dur ketua tim pemenangan pilgub andika perkasa hendi 𝑳𝒆𝒎𝒃𝒂𝒉 𝒎𝒂𝒏𝒂𝒉 𝒍𝒂𝒏 𝒂𝒏𝒅𝒉𝒂𝒑 𝒂𝒔𝒐𝒓,positif
generasi muda siap meramaikan debat pilgub jateng dengan menyuarakan dukungannya untuk andika perkasa dan hendrar prihadi siap gaspolll menuju bersama andika hendi,positif
masyarakat jateng bakal bahagia punya gubernur dari tni mas andika perkasasuami istri orangnya tidak sombong semangat pak dan mas,positif
hati hati waspada ada yang bolak balik nama wajah rambo tertera nama sih wereng dan sebaliknya nama andika perkasa potonya muka kawan sambo,negatif
andika perkasa hendrar prihadi siap mewujudkan jawa tengah yang perkasa untuk kehidupan masyarakat yang lebih bermutu andikahendi menyala,positif
momen calon gubernur jawa tengah andika perkasa bersama ketua tim pemenangan andikahendi ziarah ke makam presiden ri ke gus dur,negatif
momen andika perkasa didampingi istrinya dan kah umar wahid hasyim gus umar silaturahmi ke pondok pesantren al itqoon bugen tlogosari wetan pedurungan kota semarang rombongan di sambut para kyai nu jawa tengah dan ikut di doakan pasangan andika hendi menang di pemilihan kepala daerah jawa tengah,positif
andika perkasa sambangi pabrik wig di purbalingga janjikan kemudahan iklim usaha calon gubernur jawa tengah andika perkasa sambangi salah satu pabrik rambut tiruan atau wig di purbalingga senin,positif
adab yang luar biasa dari seorang andika perkasa mantan panglima tni calon gubernur jawa tengah,positif
pernikahan calon gubernur jateng andika perkasa dengan sang istri hetty andika kini berusia tahun pasangan ini menikah pada november selama tahun mengarungi bahtera rumah tangga andika mengaku telah melewati perjalanan kehidupan begitu luar biasa dengan hetty,positif
andhika perkasa adalah seorang mantan panglima tni dan tidak mungkin bisa bercampur hal kekirian yang biasa jadi jualan pdip hal yang sama dengan ahmad luthfi seorang anggota polri mantan kapolda dan tidak mungkin bisa dikaitkan black campaign halhal amoral dan negatif lainnya,negatif
iya jelas jend purn andika itu iya sosok yang anti korupsi tegas dan asli melindungi warga maka dia lah pilihan utama warga jateng bismillah,positif
adik dari andhika perkasa adalah seorang anggota kepolisian kombes pol bhirawa braja paksa buzzer pdip timses andhika perkasa apa berani melabelisasi adiknya andhika dengan sebutan sambo kakaknya rambo adiknya sambo hentikan labelisasi demi pembusukan kontestasi sebagai informasi,negatif
ternyata masyarakat jawa tengah lebih suka sama pak andika perkasa,positif
menyala perang bintang di pemilihan kepala daerah jawa tengah top andika perkasa berbintang empat memiliki latar belakang pendidikan enggak kalengkaleng,positif
selamat berjuang pak andika perkasa dan pak hendar prihadi di debat perdana pemilihan kepala daerah cagub cawagub jatengrabu oktober jam wib,positif
debat pertama cagub cawagub jateng rabu oktober untuk jateng perkasa yuk gasskeun bolo andika hendi yang terbaik untuk jateng,positif
ini janji andika perkasa untuk kesejahteraan buruh di jateng sambangi banjarnegara calon gubernur jawa tengah nomor urut satu melakukan kunjungan ke pabrik rambut palsu milik pt hanmi hair internasional yang berlokasi di desa kutayasa kecamatan madukara,positif
andika perkasa jelang debat perdana pilgub jateng saya masih keliling menemui warga diketahui pada pemilihan gubernur jawa tengah calon gubernur jawa tengah berpasangan dengan calon wakil gubernur jawa tengah hendrar prihadi keduanya diusung oleh satu partai,positif
pasangan calon gubernur dan wakil gubernur jawa tengah jateng nomor urut andika perkasa dan hendrar prihadi andikahendi menyiapkan langkah untuk mewujudkan kesejahteraan petani jateng salah satunya dengan membuat semacam bulog untuk membeli hasil panen dari para petani,positif
tidak mau yang lain tetap optimis semangat dukung pak andika perkasa untuk menjadi gubernur jawa tengah andika hendi nomor untuk jateng yang lebih baik dan maju,positif
cagub jateng mas andika perkasa mengunjungi obyek wisata guci yang lagi digandrungi para wisatawan lokal maupun luar daerah saat bersamaan dukungan pun datang dari para pelaku ekonomi disekitar kepada mas andikamas hendi ayo kita kawal pasangan ini sampai menang di pilgub,positif
yang lain memilih mengumpulkan kades mas rambo memperjuangkan nasib buruh dan rakyat tanpa fasilitas negara tanpa penyalahgunaan kepentingan semangat mas andika perkasa tetap beritegritas,positif
mau ikut program prabowo hendi tunggu aturan cawagub jateng nomor menjawab terkait tantangan pemerintahannya jika ia dan andika perkasa terpilih jadi pemimpin jateng salah satu tantangan adalah jumlah kabinet merah putih presiden prabowo yang sangat banyak,negatif
cagub jawa tengah andika perkasa saat ini tengah aktif berkunjung ke berbagai wilayah di jawa tengah dalam kunjungannya ia sering didampingi oleh istri tercinta hetty perkasa barubaru ini andika mengunjungi obyek guci di kabupaten tegal ia berinteraksi dengan pedagang disana,positif
jangan lewatkan debat pertama pilgub jawa tengah andika hendi vs boneka partai temanya pelayanan publik tapi salah satu cagubnya yang saat jadi pejabat pernah seenaknya nangkapin puluhan warga wadas yang enggak bersalah rambo untuk jateng perkasa,positif
calon gubernur jawa tengah nomor urut andika perkasa menghadiri gebyar ebeg nusantara di lapangan krida nusantara kecamatan cilacap utara sabtu kehadiran andika perkasa disambut hangat oleh pekerja seni budaya ebeg lengger sinden dan gamelan gebyar ebeg,positif
andika perkasa mengatakan jika terpilih jadi gubernur ia ingin meningkatkan penilaian integritas kpk dan ingin memastikan para pelayan publik birokrasi dari tingkat kota dan desa berjalan baik,positif
pasangan calon gubernur dan wakil gubernur jawa tengah nomor urut andika sama perkasa dan hendrar prihadi hendi berikan kalimat penutup dalam debat publik pertama pilgub jateng yang disiarkan langsung di metro tv pada rabu oktober hendi menyampaikan membangun jawa tidaklah mudah,negatif
calon gubernur jawa tengah andika perkasa menjanjikan akses internet yang lebih baik di seluruh desa di jawa tengah andika juga tidak menutup kemungkinan untuk bekerja sama dengan penyedia jasa internet masa kini yang sudah menggunakan teknologi satelit,positif
saat andika perkasa menyampaikan paparan pasangan luthfiyasin sibuk mengobrol dan lihat contekan sepanjang debat selalu begini harusnya pasangan memperhatikan etika debat dan menghormati lawan debat,negatif
hal itu diungkapkan oleh calon gubernur cagub nomor urut andika perkasa dalam debat perdana pemilihan kepala daerah ia menyebut akan memberlakukan reward and punishment untuk meningkatkan pelayanan publik sedangkan ahmad luthfi cagub nomor urut akan memperbanyak mal pelayanan,positif
pak andika rambo perkasa menyapa anak² muda yang sedang bermain futsal di purwokerto pesan pak andika bagi yang sudah sepuh² mainnya slow saja iya siap paak,positif
harta kekayaan puan sama lebih kayak dari ibu banteng hanya sama amp andika perkasa sama menurut lo wajar enggak,negatif
persiapan menghadapi debat pilgub jateng ala pak andika perkasa,negatif
ternyata isu bohong yang mereka sebar tentang andika perkasa adalah bentuk rasa panik atas hasil lembaga survey lsi elektabilitas andika perkasa sudah melampaui lutfi di jawa tengah padahal kepala desa sudah digerakkan baliho andika diberangus dibantu oknum pula ayo,negatif
bersama andika perkasa sosok jenderal tni purn yang berprinsip dari rakyat untuk rakyat dan bersama rakyat sosok yang diidamidamkan rakyat jateng untuk menjadi pemimpin mereka,positif
dalam debat cagub dan cawagub jawa tengah calon gubernur jawa tengah andika perkasa menyampaikan visi misinya yang berfokus pada peningkatan indeks demokrasi pelayanan publik dan pemerataan pendidikan di jawa tengah yang kini mengalami kesenjangan,positif
dalam mencapai target suistainable development goals calon gubernur jawa tengah andika perkasa akan meningkatkan hubungan kemitraan dengan sektor privat pemerintah kabupaten dan kota di jawa tengah serta khususnya dengan pemerintah pusat,positif
cagub jateng andika perkasa menyapa anak muda purwokerto yang sedang main futsal tidak ada basa basi senyuman itu tulus dari hati jawa tengah butuh andikahendi,positif
pasangan calon gubernur dan calon wakil gubernur jawa tengah andika perkasahendrar prihadi menyinggung indeks demokrasi yang menurun saat debat pemilihan kepala daerah jateng rabu,negatif
calon gubernur jawa tengah nomor urut andika perkasa di debat perdana pemilihan kepala daerah jawa tengah menyinggung permasalahan pendidikan di jawa tengah hal tersebut dikarenakan adanya kesenjangan di beberapa daerah andika menilai persoalan pendidikan ini menjadi fokus penting bagi visi misi kami,positif
ketua umum pdi perjuangan ibunda megawati soekarnoputri meminta seluruh kader partai di jawa tengah untuk memenangkan calon gubernurcalon wakil gubernur jateng andika perkasahendrar prihadi serta calon bupatiwakil dan walikotawakil dari pdi perjuangan di pemilihan kepala daerah,positif
opening yang ciamik dari mas rambo di debat pilgub jawa tengah kali ini penuh dengan data dan fakta bukan sekadar asal bicara besar saja andika perkasa optimis,positif
woowww perlahan tapi pasti elektabilitas andika perkasa hendi telah melampaui ahmad luthfi yasin,positif
calon gubernur jawa tengah andika perkasa lihat akhlaknya,negatif
calon gubernur jawa tengah nomor urut andika perkasa bersama kah umar wahid hasyim bersilaturahmi ke pondok pesantren al itqon bugen kelurahan tlogosari wetan kecamatan pedurungan senin kedatangan mereka mendapatkan sambutan baik dari para kiai pesantren,positif
cagub jawa tengah nomor urut andika perkasa mengatakan jika terpilih menjadi gubernur jateng beliau ingin meningkatkan penilaian integritas kpk dan ingin memastikan para pelayan publik birokrasi dan tingkat kota dan desa berjalan baik,positif
strategi andika perkasa demi tingkatkan layanan publik warga jateng calon gubernur jawa tengah nomor urut berjanji menerapkan sistem reward dan punishment bagi aparatur pelayan publik di provinsi tersebut ia menekankan pentingnya integritas serta efisiensi,positif
dpc pdi perjuangan surakarta bersinergi dengan gen saja banjarsari untuk memenangkan pasangan calon gubernur dan wakil gubernur jawa tengah nomor urut andika perkasa dan hendrar prihadi andikahendi serta pasangan calon wali kota dan wakil wali kota surakarta nomor urut,positif
cagubcawagub jateng andika perkasahendrar prihadi mengunjungi pondok pesantren asasul huda batang alhamdulillah beliau berdua dan rombongan disambut dengan gembira dan penuh kehangatan andikahendi untuk jateng,positif
andika tetap perkasa meski lawan menggerakkan oknum kepala desa menggerakkan oknum aparat memberangus baliho dan memproduksi isu bohong tapi mas rambo tetap dihati rakyat dipuji tidak terbang dicaci tidak jatuh,positif
andika perkasa resmikan pondok pesantren el bayan di cilacap di tempat ini dan wakilnya bertemu dengan pengasuh pondok pesantren dan ratusan santri sabtu andika juga meresmikan pondok pesantren el bayan yang terletak di bukit petir desa benar majenang,positif
tidak terbantah garis wajah dan pancaran cahaya muka andika perkasa aura presiden jateng gayeng wibawa indonesia november full jateng perkasa,positif
